StationCode,isSWMP,DateTimeStamp,Date,Time,Epoch,TimeFrame,CollMethd,REP,F_Record,PO4F,F_PO4F,NH4F,F_NH4F,NO23F,F_NO23F,CHLA_N,F_CHLA_N
gndbhnut,P,6/11/2007 14:20,6/11/2007,14:20,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<0>  ,0.021,<0>  ,13.18,<0>  
gndbhnut,P,6/11/2007 14:21,6/11/2007,14:21,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.013,<0>  ,0.019,<0>  ,13.18,<0>  
gndbhnut,P,6/11/2007 14:25,6/11/2007,14:25,PE1,E1C,1,1,,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] 
gndbhnut,P,6/11/2007 14:26,6/11/2007,14:26,PE1,E1C,1,2,,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] 
gndpcnut,P,6/11/2007 14:41,6/11/2007,14:41,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.075,<0>  ,0.01,<-4> [SBL] ,7.44,<0>  
gndpcnut,P,6/11/2007 14:42,6/11/2007,14:42,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,8.22,<0>  
gndblnut,P,6/11/2007 15:00,6/11/2007,15:00,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,5.47,<0>  
gndblnut,P,6/11/2007 15:01,6/11/2007,15:01,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,5.32,<0>  
gndbnnut,S,6/11/2007 15:10,6/11/2007,15:10,PE1,E1C,1,1,,0.025,<0>  ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,8.02,<0>  
gndbnnut,S,6/11/2007 15:11,6/11/2007,15:11,PE1,E1C,1,2,,0.025,<0>  ,0.01,<-4> [SBL] ,0.027,<0>  ,7.57,<0>  
gndbcnut,P,6/11/2007 15:20,6/11/2007,15:20,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.013,<0>  ,12.87,<0>  
gndbcnut,P,6/11/2007 15:21,6/11/2007,15:21,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.013,<0>  ,13.23,<0>  
gndbhnut,P,7/10/2007 16:01,7/10/2007,16:01,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.298,<0>  ,0.01,<-4> [SBL] ,,<-2> (CSM) 
gndbhnut,P,7/10/2007 16:02,7/10/2007,16:02,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,,<-2> (CSM) 
gndbhnut,P,7/10/2007 16:05,7/10/2007,16:05,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.304,<0>  ,0.01,<-4> [SBL] ,,<-2> (CSM) 
gndbhnut,P,7/10/2007 16:06,7/10/2007,16:06,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.267,<0>  ,0.01,<-4> [SBL] ,,<-2> (CSM) 
gndpcnut,P,7/10/2007 16:22,7/10/2007,16:22,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,,<-2> (CSM) 
gndpcnut,P,7/10/2007 16:23,7/10/2007,16:23,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,,<-2> (CSM) 
gndblnut,P,7/10/2007 16:42,7/10/2007,16:42,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.06,<0>  ,0.01,<-4> [SBL] ,,<-2> (CSM) 
gndblnut,P,7/10/2007 16:43,7/10/2007,16:43,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,,<-2> (CSM) 
gndbnnut,S,7/10/2007 16:52,7/10/2007,16:52,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.13,<0>  ,0.01,<-4> [SBL] ,,<-2> (CSM) 
gndbnnut,S,7/10/2007 16:53,7/10/2007,16:53,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,,<-2> (CSM) 
gndbcnut,P,7/10/2007 17:06,7/10/2007,17:06,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.118,<0>  ,0.014,<0>  ,,<-2> (CSM) 
gndbcnut,P,7/10/2007 17:07,7/10/2007,17:07,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.185,<0>  ,0.014,<0>  ,,<-2> (CSM) 
gndbhnut,P,8/7/2007 17:00,8/7/2007,17:00,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.073,<0>  ,0.056,<0>  ,3.18,<0>  
gndbhnut,P,8/7/2007 17:01,8/7/2007,17:01,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.033,<0>  ,0.054,<0>  ,3.1,<0>  
gndbhnut,P,8/7/2007 17:05,8/7/2007,17:05,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.049,<0>  ,0.01,<-4> [SBL] ,26.85,<0>  
gndbhnut,P,8/7/2007 17:06,8/7/2007,17:06,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.048,<0>  ,0.01,<-4> [SBL] ,22.88,<0>  
gndpcnut,P,8/7/2007 17:35,8/7/2007,17:35,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,20.63,<0>  
gndpcnut,P,8/7/2007 17:36,8/7/2007,17:36,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,24.5,<0>  
gndbcnut,P,8/7/2007 17:55,8/7/2007,17:55,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,29.59,<0>  
gndbcnut,P,8/7/2007 17:56,8/7/2007,17:56,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,26.45,<0>  
gndblnut,P,8/7/2007 18:25,8/7/2007,18:25,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,19.42,<0>  
gndblnut,P,8/7/2007 18:26,8/7/2007,18:26,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,16.4,<0>  
gndbnnut,S,8/7/2007 18:35,8/7/2007,18:35,PE1,E1C,1,1,,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] 
gndbnnut,S,8/7/2007 18:36,8/7/2007,18:36,PE1,E1C,1,2,,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] 
gndpcnut,P,9/4/2007 13:20,9/4/2007,13:20,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,21.25,<0>  
gndpcnut,P,9/4/2007 13:21,9/4/2007,13:21,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,21.86,<0>  
gndblnut,P,9/4/2007 13:35,9/4/2007,13:35,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.04,<0>  ,17.62,<0>  
gndblnut,P,9/4/2007 13:36,9/4/2007,13:36,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.034,<0>  ,20.16,<0>  
gndbnnut,S,9/4/2007 13:40,9/4/2007,13:40,PE1,E1C,1,1,,0.047,<0>  ,0.086,<0>  ,0.02,<0>  ,9.29,<0>  
gndbnnut,S,9/4/2007 13:41,9/4/2007,13:41,PE1,E1C,1,2,,0.044,<0>  ,0.087,<0>  ,0.02,<0>  ,8.99,<0>  
gndbcnut,P,9/4/2007 13:55,9/4/2007,13:55,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.022,<0>  ,17.92,<0>  
gndbcnut,P,9/4/2007 13:56,9/4/2007,13:56,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.019,<0>  ,13.5,<0>  
gndbhnut,P,9/4/2007 14:30,9/4/2007,14:30,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.022,<0>  ,36.54,<0>  
gndbhnut,P,9/4/2007 14:31,9/4/2007,14:31,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<0>  ,25.71,<0>  
gndbhnut,P,9/4/2007 14:35,9/4/2007,14:35,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.073,<0>  ,0.013,<0>  ,27.31,<0>  
gndbhnut,P,9/4/2007 14:36,9/4/2007,14:36,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.075,<0>  ,0.01,<-4> [SBL] ,33.91,<0>  
gndbhnut,P,10/2/2007 13:45,10/2/2007,13:45,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.179,<0>  ,0.046,<0>  ,9.51,<0>  
gndbhnut,P,10/2/2007 13:46,10/2/2007,13:46,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.033,<0>  ,15.47,<0>  
gndbhnut,P,10/2/2007 13:50,10/2/2007,13:50,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.019,<0>  ,22.25,<0>  
gndbhnut,P,10/2/2007 13:51,10/2/2007,13:51,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.038,<0>  ,0.024,<0>  ,21.69,<0>  
gndpcnut,P,10/2/2007 14:10,10/2/2007,14:10,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.086,<0>  ,0.017,<0>  ,14.96,<0>  
gndpcnut,P,10/2/2007 14:11,10/2/2007,14:11,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.026,<0>  ,0.014,<0>  ,10.35,<0>  
gndblnut,P,10/2/2007 14:22,10/2/2007,14:22,PE1,E1C,1,1,,0.018,<0>  ,0.059,<0>  ,0.014,<0>  ,9.79,<0>  
gndblnut,P,10/2/2007 14:23,10/2/2007,14:23,PE1,E1C,1,2,,0.013,<0>  ,0.01,<-4> [SBL] ,0.014,<0>  ,9.94,<0>  
gndbnnut,S,10/2/2007 14:35,10/2/2007,14:35,PE1,E1C,1,1,,0.041,<0>  ,0.01,<0>  ,0.024,<0>  ,9.05,<0>  
gndbnnut,S,10/2/2007 14:36,10/2/2007,14:36,PE1,E1C,1,2,,0.046,<0>  ,0.049,<0>  ,0.014,<0>  ,7.47,<0>  
gndbcnut,P,10/2/2007 14:50,10/2/2007,14:50,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.038,<0>  ,0.014,<0>  ,8.22,<0>  
gndbcnut,P,10/2/2007 14:51,10/2/2007,14:51,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.014,<0>  ,8.16,<0>  
gndbhnut,P,11/13/2007 9:40,11/13/2007,9:40,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.023,<0>  ,0.01,<-4> [SBL] ,8.11,<0>  
gndbhnut,P,11/13/2007 9:41,11/13/2007,9:41,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,6.38,<0>  
gndbhnut,P,11/13/2007 9:45,11/13/2007,9:45,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.2,<0>  
gndbhnut,P,11/13/2007 9:46,11/13/2007,9:46,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,7.91,<0>  
gndpcnut,P,11/13/2007 10:10,11/13/2007,10:10,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.73,<0>  
gndpcnut,P,11/13/2007 10:11,11/13/2007,10:11,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.019,<0>  ,0.01,<-4> [SBL] ,4.48,<0>  
gndblnut,P,11/13/2007 10:35,11/13/2007,10:35,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.35,<0>  
gndblnut,P,11/13/2007 10:36,11/13/2007,10:36,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.1,<0>  
gndbnnut,S,11/13/2007 10:44,11/13/2007,10:44,PE1,E1C,1,1,,,<1> [SCC] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,3.14,<0>  
gndbnnut,S,11/13/2007 10:45,11/13/2007,10:45,PE1,E1C,1,2,,,<1> [SCC] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,4.72,<0>  
gndbcnut,P,11/13/2007 11:20,11/13/2007,11:20,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,6.7,<0>  
gndbcnut,P,11/13/2007 11:21,11/13/2007,11:21,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,8,<0>  
gndbhnut,P,12/11/2007 8:55,12/11/2007,8:55,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.215,<0>  ,0.011,<0>  ,13.62,<0>  
gndbhnut,P,12/11/2007 8:56,12/11/2007,8:56,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.199,<0>  ,0.01,<-4> [SBL] ,16.38,<0>  
gndbhnut,P,12/11/2007 9:00,12/11/2007,9:00,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.303,<0>  ,0.01,<-4> [SBL] ,5.95,<0>  
gndbhnut,P,12/11/2007 9:01,12/11/2007,9:01,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.319,<0>  ,0.01,<-4> [SBL] ,4.98,<0>  
gndbcnut,P,12/11/2007 9:25,12/11/2007,9:25,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.121,<0>  ,0.01,<-4> [SBL] ,26.71,<0>  
gndbcnut,P,12/11/2007 9:26,12/11/2007,9:26,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.117,<0>  ,0.01,<-4> [SBL] ,22,<0>  
gndblnut,P,12/11/2007 9:40,12/11/2007,9:40,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.109,<0>  ,0.01,<-4> [SBL] ,9.21,<0>  
gndblnut,P,12/11/2007 9:41,12/11/2007,9:41,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.115,<0>  ,0.01,<-4> [SBL] ,7.08,<0>  
gndbnnut,S,12/11/2007 9:50,12/11/2007,9:50,PE1,E1C,1,1,,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] 
gndbnnut,S,12/11/2007 9:51,12/11/2007,9:51,PE1,E1C,1,2,,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] 
gndpcnut,P,12/11/2007 10:05,12/11/2007,10:05,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.123,<0>  ,0.01,<-4> [SBL] ,2.11,<0>  
gndpcnut,P,12/11/2007 10:06,12/11/2007,10:06,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.117,<0>  ,0.01,<-4> [SBL] ,2.64,<0>  
gndpcnut,P,1/8/2008 9:25,1/8/2008,9:25,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.29,<0>  
gndpcnut,P,1/8/2008 9:26,1/8/2008,9:26,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.28,<0>  
gndblnut,P,1/8/2008 9:35,1/8/2008,9:35,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.21,<0>  
gndblnut,P,1/8/2008 9:36,1/8/2008,9:36,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.17,<0>  
gndbnnut,S,1/8/2008 9:40,1/8/2008,9:40,PE1,E1C,1,1,,0.092,<0>  ,0.017,<0>  ,0.01,<-4> [SBL] ,0.88,<0>  
gndbnnut,S,1/8/2008 9:41,1/8/2008,9:41,PE1,E1C,1,2,,0.09,<0>  ,0.013,<0>  ,0.01,<-4> [SBL] ,0.87,<0>  
gndbcnut,P,1/8/2008 10:00,1/8/2008,10:00,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.026,<0>  ,0.01,<0>  ,1.16,<0>  
gndbcnut,P,1/8/2008 10:01,1/8/2008,10:01,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.03,<0>  ,0.011,<0>  ,1.35,<0>  
gndbhnut,P,1/8/2008 10:25,1/8/2008,10:25,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.021,<0>  ,0.01,<-4> [SBL] ,0.74,<0>  
gndbhnut,P,1/8/2008 10:26,1/8/2008,10:26,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.019,<0>  ,0.01,<-4> [SBL] ,1.08,<0>  
gndbhnut,P,1/8/2008 10:30,1/8/2008,10:30,PE1,E1C,1,1,,0.01,<-4> [SBL] ,0.023,<0>  ,0.01,<-4> [SBL] ,0.68,<0>  
gndbhnut,P,1/8/2008 10:31,1/8/2008,10:31,PE1,E1C,1,2,,0.01,<-4> [SBL] ,0.026,<0>  ,0.01,<-4> [SBL] ,0.39,<0>  
gndbhnut,P,2/20/2008 7:45,2/20/2008,7:45,QY,NI,1,1,,0.01,<-4> [SBL] ,0.019,<0>  ,0.01,<-4> [SBL] ,0.35,<0>  
gndbhnut,P,2/20/2008 7:46,2/20/2008,7:46,QY,NI,1,2,,0.01,<-4> [SBL] ,0.013,<0>  ,0.01,<-4> [SBL] ,0.57,<0>  
gndbhnut,P,2/20/2008 7:50,2/20/2008,7:50,QY,NI,1,1,,0.01,<-4> [SBL] ,0.12,<0>  ,0.01,<-4> [SBL] ,0.14,<0>  
gndbhnut,P,2/20/2008 7:51,2/20/2008,7:51,QY,NI,1,2,,0.01,<-4> [SBL] ,0.12,<0>  ,0.01,<-4> [SBL] ,0.83,<0>  
gndpcnut,P,2/20/2008 8:25,2/20/2008,8:25,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.44,<0>  
gndpcnut,P,2/20/2008 8:26,2/20/2008,8:26,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.73,<0>  
gndblnut,P,2/20/2008 8:40,2/20/2008,8:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.44,<0>  
gndblnut,P,2/20/2008 8:41,2/20/2008,8:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.48,<0>  
gndbnnut,S,2/20/2008 8:45,2/20/2008,8:45,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.68,<0>  
gndbnnut,S,2/20/2008 8:46,2/20/2008,8:46,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.64,<0>  
gndbcnut,P,2/20/2008 9:00,2/20/2008,9:00,QY,NI,1,1,,0.01,<-4> [SBL] ,0.028,<0>  ,0.01,<-4> [SBL] ,0.38,<0>  
gndbcnut,P,2/20/2008 9:01,2/20/2008,9:01,QY,NI,1,2,,0.01,<-4> [SBL] ,0.025,<0>  ,0.01,<-4> [SBL] ,1.29,<0>  
gndpcnut,P,3/17/2008 7:30,3/17/2008,7:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.05,<0>  
gndpcnut,P,3/17/2008 7:31,3/17/2008,7:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.012,<0>  ,0.01,<-4> [SBL] ,0.56,<0>  
gndbcnut,P,3/17/2008 8:55,3/17/2008,8:55,QY,NI,1,1,,0.01,<-4> [SBL] ,0.034,<0>  ,0.016,<0>  ,0.81,<0>  
gndbcnut,P,3/17/2008 8:56,3/17/2008,8:56,QY,NI,1,2,,0.01,<-4> [SBL] ,0.033,<0>  ,0.014,<0>  ,1.18,<0>  
gndblnut,P,3/17/2008 9:05,3/17/2008,9:05,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.03,<0>  
gndblnut,P,3/17/2008 9:06,3/17/2008,9:06,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.96,<0>  
gndbnnut,S,3/17/2008 9:10,3/17/2008,9:10,QY,NI,1,1,,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] 
gndbnnut,S,3/17/2008 9:11,3/17/2008,9:11,QY,NI,1,2,,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] 
gndbhnut,P,3/17/2008 9:35,3/17/2008,9:35,QY,NI,1,1,,0.01,<-4> [SBL] ,0.034,<0>  ,0.013,<0>  ,0.49,<0>  
gndbhnut,P,3/17/2008 9:36,3/17/2008,9:36,QY,NI,1,2,,0.01,<-4> [SBL] ,0.036,<0>  ,0.013,<0>  ,0.48,<0>  
gndbhnut,P,3/17/2008 9:40,3/17/2008,9:40,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.011,<0>  ,,<-2> [GDM] 
gndbhnut,P,3/17/2008 9:41,3/17/2008,9:41,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.011,<0>  ,0.58,<0>  
gndpcnut,P,4/21/2008 17:02,4/21/2008,17:02,QY,NI,1,1,,0.01,<-4> [SBL] ,0.02,<0>  ,0.01,<-4> [SBL] ,0.62,<0>  
gndpcnut,P,4/21/2008 17:03,4/21/2008,17:03,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.69,<0>  
gndblnut,P,4/21/2008 17:15,4/21/2008,17:15,QY,NI,1,1,,0.01,<-4> [SBL] ,0.016,<0>  ,0.01,<-4> [SBL] ,0.61,<0>  
gndblnut,P,4/21/2008 17:16,4/21/2008,17:16,QY,NI,1,2,,0.01,<-4> [SBL] ,0.036,<0>  ,0.01,<-4> [SBL] ,1.04,<0>  
gndbnnut,S,4/21/2008 17:20,4/21/2008,17:20,QY,NI,1,1,,0.01,<-4> [SBL] ,0.052,<0>  ,0.01,<-4> [SBL] ,0.7,<0>  
gndbnnut,S,4/21/2008 17:21,4/21/2008,17:21,QY,NI,1,2,,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] ,,<-2> [GDM] 
gndbcnut,P,4/21/2008 17:35,4/21/2008,17:35,QY,NI,1,1,,0.01,<-4> [SBL] ,0.02,<0>  ,0.01,<-4> [SBL] ,0.97,<0>  
gndbcnut,P,4/21/2008 17:36,4/21/2008,17:36,QY,NI,1,2,,0.01,<-4> [SBL] ,0.04,<0>  ,0.01,<-4> [SBL] ,0.41,<0>  
gndbhnut,P,4/21/2008 18:02,4/21/2008,18:02,QY,NI,1,1,,0.01,<-4> [SBL] ,0.146,<0>  ,0.01,<-4> [SBL] ,0.47,<0>  
gndbhnut,P,4/21/2008 18:03,4/21/2008,18:03,QY,NI,1,2,,0.01,<-4> [SBL] ,0.117,<0>  ,0.01,<-4> [SBL] ,0.93,<0>  
gndbhnut,P,4/21/2008 18:05,4/21/2008,18:05,QY,NI,1,1,,0.01,<-4> [SBL] ,0.125,<0>  ,0.01,<-4> [SBL] ,0.77,<0>  
gndbhnut,P,4/21/2008 18:06,4/21/2008,18:06,QY,NI,1,2,,0.01,<-4> [SBL] ,0.129,<0>  ,0.01,<-4> [SBL] ,1.02,<0>  
gndbcnut,P,5/4/2008 17:50,5/4/2008,17:50,QY,NI,1,1,,0.01,<-4> [SBL] ,0.038,<0>  ,0.016,<0>  ,1.1,<0>  
gndbcnut,P,5/4/2008 17:51,5/4/2008,17:51,QY,NI,1,2,,0.01,<-4> [SBL] ,0.03,<0>  ,0.026,<0>  ,1.24,<0>  
gndblnut,P,5/4/2008 18:05,5/4/2008,18:05,QY,NI,1,1,,0.01,<-4> [SBL] ,0.018,<0>  ,0.012,<0>  ,1.51,<0>  
gndblnut,P,5/4/2008 18:06,5/4/2008,18:06,QY,NI,1,2,,0.01,<-4> [SBL] ,0.016,<0>  ,0.01,<0>  ,1.82,<0>  
gndbnnut,S,5/4/2008 18:10,5/4/2008,18:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.027,<0>  ,0.012,<0>  ,0.83,<0>  
gndbnnut,S,5/4/2008 18:11,5/4/2008,18:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.042,<0>  ,0.014,<0>  ,0.6,<0>  
gndpcnut,P,5/4/2008 18:30,5/4/2008,18:30,QY,NI,1,1,,0.01,<-4> [SBL] ,0.011,<0>  ,0.01,<-4> [SBL] ,0.23,<0>  
gndpcnut,P,5/4/2008 18:31,5/4/2008,18:31,QY,NI,1,2,,0.01,<-4> [SBL] ,0.014,<0>  ,0.01,<-4> [SBL] ,0.81,<0>  
gndbhnut,P,5/4/2008 18:50,5/4/2008,18:50,QY,NI,1,1,,0.01,<-4> [SBL] ,0.024,<0>  ,0.02,<0>  ,0.79,<0>  
gndbhnut,P,5/4/2008 18:51,5/4/2008,18:51,QY,NI,1,2,,0.01,<-4> [SBL] ,0.012,<0>  ,0.012,<0>  ,0.44,<0>  
gndbhnut,P,5/4/2008 18:55,5/4/2008,18:55,QY,NI,1,1,,0.01,<-4> [SBL] ,0.116,<0>  ,0.01,<-4> [SBL] ,0.88,<0>  
gndbhnut,P,5/4/2008 18:56,5/4/2008,18:56,QY,NI,1,2,,0.01,<-4> [SBL] ,0.11,<0>  ,0.016,<0>  ,0.61,<0>  
gndbhnut,P,6/22/2008 21:05,6/22/2008,21:05,QY,NI,1,1,,0.01,<-4> [SBL] ,0.072,<0>  ,0.01,<-4> [SBL] ,0.04,<0>  
gndbhnut,P,6/22/2008 21:06,6/22/2008,21:06,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.06,<0>  
gndbhnut,P,6/22/2008 21:10,6/22/2008,21:10,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.24,<0>  
gndbhnut,P,6/22/2008 21:11,6/22/2008,21:11,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.18,<0>  
gndpcnut,P,6/22/2008 21:50,6/22/2008,21:50,QY,NI,1,1,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.81,<0>  
gndpcnut,P,6/22/2008 21:51,6/22/2008,21:51,QY,NI,1,2,,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,0.01,<-4> [SBL] ,1.16,<0>  
